"row_id","script","episode","character","location_det","type"
50,"RORY: I'm sorry. I lost my Macy Gray CD and I need caffeine.",1,"RORY","Stars Hollow - Exterior","dialogue"
51,"LORELAI: Ooh, I have your CD. [pulls the CD out of her purse]",1,"LORELAI","Stars Hollow - Exterior","dialogue"
52,"RORY: Thief.",1,"RORY","Stars Hollow - Exterior","dialogue"
53,"LORELAI: Sorry, and I will get you some coffee.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
54,"[Lorelai picks up another coffee cup and goes back to the counter. Luke gives her a look.]",1,NA,"Stars Hollow - Exterior","stage direction"
55,"LORELAI: What? It's not for me. It's for Rory, I swear.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
56,"LUKE: You're shameless.",1,"LUKE","Stars Hollow - Exterior","dialogue"
57,"[Behind Lorelai, Joey approaches Rory's table.]",1,NA,"Stars Hollow - Exterior","stage direction"
58,"LORELAI: Look, Officer Krupke. She's right at that table, right over there.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
59,"[Lorelai turns to point to Rory and sees Joey talking to her. Luke fills the coffee cup.]",1,NA,"Stars Hollow - Exterior","stage direction"
60,"LORELAI: Ah. He's got quite a pair, this guy. [Lorelai takes the cup.] Thanks.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
61,"[Lorelai goes back to the table.]",1,NA,"Stars Hollow - Exterior","stage direction"
62,"JOEY: [to Rory] Yeah, I've never been through here before.",1,"JOEY","Stars Hollow - Exterior","dialogue"
63,"LORELAI: Oh, you have, too.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
64,"JOEY: Oh, hi.",1,"JOEY","Stars Hollow - Exterior","dialogue"
65,"LORELAI: Oh, hi. You really like my table, don't you?",1,"LORELAI","Stars Hollow - Exterior","dialogue"
66,"JOEY: I was just, uh. . .",1,"JOEY","Stars Hollow - Exterior","dialogue"
67,"LORELAI: Getting to know my daughter.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
68,"JOEY: Your. . .",1,"JOEY","Stars Hollow - Exterior","dialogue"
69,"RORY: Are you my new daddy?",1,"RORY","Stars Hollow - Exterior","dialogue"
70,"JOEY: Wow. You do not look old enough to have a daughter. No, I mean it. And you do not look like a daughter.",1,"JOEY","Stars Hollow - Exterior","dialogue"
71,"LORELAI: That's possibly very sweet of you. Thanks.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
72,"JOEY: So. . .daughter. You know, I am traveling with a friend.",1,"JOEY","Stars Hollow - Exterior","dialogue"
73,"LORELAI: She's sixteen.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
74,"JOEY: Bye.",1,"JOEY","Stars Hollow - Exterior","dialogue"
75,"LORELAI: Drive safe.",1,"LORELAI","Stars Hollow - Exterior","dialogue"
76,"[Joey and his friend exit the diner.]",1,NA,"Stars Hollow - Exterior","stage direction"
77,"[opening credits]",1,NA,"Stars Hollow - Exterior","credits"
78,"CUT TO THE INDEPENDENCE INN",1,NA,"The Independence Inn","location"
79,"[Lorelai walks into the lobby and hands a key to a bellboy.]",1,NA,"The Independence Inn","stage direction"
80,"LORELAI: Oh, here you go.",1,"LORELAI","The Independence Inn","dialogue"
81,"BELLBOY: Thanks.",1,"BELLBOY","The Independence Inn","dialogue"
82,"[Lorelai walks to the front desk, where Michel is on the phone and sorting mail]",1,NA,"The Independence Inn","stage direction"
83,"MICHEL: Independence Inn, Michel speaking. [pause] No, I'm sorry, we're completely booked. [pause] We have a wedding party here. [pause] No, there is really nothing I can do. [pause] Yes, I'm sure. [pause] Positive. [pause] No, I don't have to look ma'am, I -- [pause] Yes, of course I'll look.",1,"MICHEL","The Independence Inn","dialogue"
84,"[Michel puts the phone down, continues to sort the mail, then picks the phone back up.]",1,NA,"The Independence Inn","stage direction"
85,"MICHEL: No, I'm sorry, we're completely booked.",1,"MICHEL","The Independence Inn","dialogue"
86,"[Drella pushes her harp through the crowded lobby.]",1,NA,"The Independence Inn","stage direction"
87,"DRELLA: Oh, no, don't move. Just ignore the tiny woman pushing the 200-pound instrument around. No, this is good, I like this. After this I'll, uh, bench press a piano, huh? [Drella stops behind a woman bent over tying her shoe.] Oh, that's it, lady, tie your shoe now. Yeah, don't worry, I'll wait.",1,"DRELLA","The Independence Inn","dialogue"
88,"[Lorelai walks over to her]",1,NA,"The Independence Inn","stage direction"
89,"LORELAI: Hi, Drella, hi. I was just wondering, um, could you be, uh, nicer to the guests?",1,"LORELAI","The Independence Inn","dialogue"
90,"DRELLA: I'm sorry. Did you not want a harp player?",1,"DRELLA","The Independence Inn","dialogue"
91,"LORELAI: Yes, I did.",1,"LORELAI","The Independence Inn","dialogue"
92,"DRELLA: And did you not want a great harp player?",1,"DRELLA","The Independence Inn","dialogue"
93,"LORELAI: Yes, I did.",1,"LORELAI","The Independence Inn","dialogue"
94,"DRELLA: Okay. I am a great harp player, and this is my great harp, okay. So if you're looking for someone to just be nice to the guests, get a harmonica player, or maybe some guy who whistles through his nose. Okay? Capisce?",1,"DRELLA","The Independence Inn","dialogue"
95,"[Lorelai backs off and walks away. Drella goes back to pushing her harp into its place.]",1,NA,"The Independence Inn","stage direction"
96,"DRELLA: Oh, that is a great spot for a table. Decorator's a genius.",1,"DRELLA","The Independence Inn","dialogue"
97,"[Lorelai walks back to the front desk where Michel is still on the phone]",1,NA,"The Independence Inn","stage direction"
98,"MICHEL: Madame, you have no idea how desperately I'd like to help, but see, I'd have to build a room for you myself, and I am not a man who works with his hands, so the best I can do is suggest that you please, please try for another weekend. Any weekend. [pause] Ah, good, fine, the twenty-first. Hold on, I'll look. [Michel leafs through the reservation book] No, I'm sorry, we're completely booked. [Michel looks at the phone, as apparently the woman has hung up on him]",1,"MICHEL","The Independence Inn","dialogue"
99,"LORELAI: Has the plumber attended to room four yet?",1,"LORELAI","The Independence Inn","dialogue"
100,"MICHEL: He was here, he did nothing, it's a hundred dollars.",1,"MICHEL","The Independence Inn","dialogue"
101,"[Lorelai picks up the phone and dials a number.]",1,NA,"The Independence Inn","stage direction"
102,"LORELAI: Hi Marco, Lorelai. Talk to me about room four. What was wrong with it?",1,"LORELAI","The Independence Inn","dialogue"
103,"[Rory comes in. Lorelai kisses her hello.]",1,NA,"The Independence Inn","stage direction"
104,"LORELAI: [on phone] Uh huh. I thought you replaced that already. [pause] Well, because you told me you did and I never forget anything, so this one's on you, right? [pause] Pleasure doing business with you. [hangs up]",1,"LORELAI","The Independence Inn","dialogue"
105,"MICHEL: What is your offspring doing?",1,"MICHEL","The Independence Inn","dialogue"
106,"RORY: I need stamps. Can I have these?",1,"RORY","The Independence Inn","dialogue"
107,"MICHEL: No.",1,"MICHEL","The Independence Inn","dialogue"
108,"LORELAI: Take them. What's with the muumuu? [gestures to Rory's baggy sweater.]",1,"LORELAI","The Independence Inn","dialogue"
109,"RORY: Stop.",1,"RORY","The Independence Inn","dialogue"
110,"LORELAI: No, I'm just saying, you couldn't find one made of metal in case anyone has X-ray eyes?",1,"LORELAI","The Independence Inn","dialogue"
111,"RORY: And now we say goodbye.",1,"RORY","The Independence Inn","dialogue"
112,"LORELAI: Ooh, hey, have Michel look at your French paper before you go.",1,"LORELAI","The Independence Inn","dialogue"
113,"MICHEL: Excuse me?",1,"MICHEL","The Independence Inn","dialogue"
114,"RORY: That'd be great.",1,"RORY","The Independence Inn","dialogue"
115,"MICHEL: No.",1,"MICHEL","The Independence Inn","dialogue"
116,"RORY: Come on, Michel. I'll tell all the ladies what a stud you are.",1,"RORY","The Independence Inn","dialogue"
117,"MICHEL: Hm. I believe that memo has already been sent.",1,"MICHEL","The Independence Inn","dialogue"
118,"LORELAI: [in a French accent] Oh, please, Michel. Pretty please with sucre on top. I will stop talking like this.",1,"LORELAI","The Independence Inn","dialogue"
119,"MICHEL: Leave it. I'll look at it if I get a chance.",1,"MICHEL","The Independence Inn","dialogue"
120,"RORY: It's due tomorrow. And pay special attention to the grammar.",1,"RORY","The Independence Inn","dialogue"
121,"[Rory leaves. Lorelai stares at Michel.]",1,NA,"The Independence Inn","stage direction"
122,"MICHEL: I despise you.",1,"MICHEL","The Independence Inn","dialogue"
123,"CUT TO OUTSIDE",1,NA,"Stars Hollow - Exterior","location"
124,"[Rory and Lane are walking to school. Lane puts a Woodstock '99 shirt on over the shirt she left home in.]",1,NA,"Stars Hollow - Exterior","stage direction"
125,"RORY: When are you going to let your parents know that you listen to the evil rock music? You're an American teenager, for God's sake.",1,"RORY","Stars Hollow - Exterior","dialogue"
126,"LANE: Rory, if my parents still get upset over the obscene portion size of American food, I seriously doubt I'm gonna make any inroads with Eminem.",1,"LANE","Stars Hollow - Exterior","dialogue"
127,"[The girls stop by a sign that says ""Teen Hayride"" so Lane can put on her jacket.]",1,NA,"Stars Hollow - Exterior","stage direction"
128,"LANE: [points to sign] I have to go to that.",1,"LANE","Stars Hollow - Exterior","dialogue"
129,"RORY: The hayride? You're kidding.",1,"RORY","Stars Hollow - Exterior","dialogue"
130,"LANE: My parents set me up with the son of a business associate. He's gonna be a doctor.",1,"LANE","Stars Hollow - Exterior","dialogue"
131,"RORY: How old is he?",1,"RORY","Stars Hollow - Exterior","dialogue"
132,"LANE: Sixteen.",1,"LANE","Stars Hollow - Exterior","dialogue"
133,"RORY: So he's gonna be a doctor in a hundred years.",1,"RORY","Stars Hollow - Exterior","dialogue"
134,"LANE: Well, my parents like to plan ahead.",1,"LANE","Stars Hollow - Exterior","dialogue"
135,"RORY: God, you have to go to the hayride with him?",1,"RORY","Stars Hollow - Exterior","dialogue"
136,"LANE: And his older brother.",1,"LANE","Stars Hollow - Exterior","dialogue"
137,"RORY: Oh, now you're kidding.",1,"RORY","Stars Hollow - Exterior","dialogue"
138,"LANE: Koreans never joke about future doctors. So, I guess you're not going, huh?",1,"LANE","Stars Hollow - Exterior","dialogue"
139,"RORY: No, I'm still fuzzy on what's fun about sitting in the cold for two hours with a bundle of sticks up your butt.",1,"RORY","Stars Hollow - Exterior","dialogue"
140,"LANE: Don't expect me to clear it up for you.",1,"LANE","Stars Hollow - Exterior","dialogue"
141,"[Lane and Rory have arrived at school. They walk inside as a guy standing on the steps watches them.]",1,NA,"Stars Hollow - Exterior","stage direction"
142,"CUT TO CLASSROOM",1,NA,"Classroom","location"
143,"MRS. TRAISTER: For those of you who have not finished the final chapters of Huckleberry Finn you may use this time to do so. For those of you who have, you can start on your essay now. Whichever task you choose, do it silently.",1,"MRS. TRAISTER","Classroom","dialogue"
144,"[The girls around Rory pass a bottle of nail polish back and forth as Rory concentrates on writing in her notebook.]",1,NA,"Classroom","stage direction"
145,"GIRL #1: Maybe it's a love letter.",1,"GIRL #1","Classroom","dialogue"
146,"GIRL #2: Or her diary.",1,"GIRL #2","Classroom","dialogue"
147,"GIRL #3: Could be a slam book.",1,"GIRL #3","Classroom","dialogue"
148,"[Girl #4 peers over Rory's shoulder.]",1,NA,"Classroom","stage direction"
149,"GIRL #4: It's the assignment.",1,"GIRL #4","Classroom","dialogue"
150,"[The girls turn away, Rory smiles to herself.]",1,NA,"Classroom","stage direction"
151,"CUT TO THE INDEPENDENCE INN",1,NA,"The Independence Inn","location"
152,"[Drella is playing the harp. A woman stands nearby and listens.]",1,NA,"The Independence Inn","stage direction"
153,"DRELLA: Nice, huh?",1,"DRELLA","The Independence Inn","dialogue"
154,"WOMAN: Beautiful.",1,"WOMAN","The Independence Inn","dialogue"
155,"DRELLA: Yeah, well, tell it to the tip jar.",1,"DRELLA","The Independence Inn","dialogue"
156,"[Lorelai and a bellboy are crossing the lobby.]",1,NA,"The Independence Inn","stage direction"
157,"LORELAI: Take Mrs. Langworthy's bags up to 314. Make sure the drapes are closed and there's extra soap and she wants her pillow mints now.",1,"LORELAI","The Independence Inn","dialogue"
158,"[There's a crash from the kitchen. Lorelai rushes in.]",1,NA,"The Independence Inn","stage direction"
159,"LORELAI: Sookie!",1,"LORELAI","The Independence Inn","dialogue"
160,"[Sookie is on the floor near the stove.]",1,NA,"The Independence Inn","stage direction"
161,"SOOKIE: I'm okay, I'm okay.",1,"SOOKIE","The Independence Inn","dialogue"
162,"LORELAI: What did you do now? [to Salvador] Oh, why aren't you watching her? No estabas cuidandola?",1,"LORELAI","The Independence Inn","dialogue"
163,"SALVADOR: Eh, no, she's this - bad food in the head.",1,"SALVADOR","The Independence Inn","dialogue"
164,"LORELAI: Oh. [to Sookie] I need you to be more careful.",1,"LORELAI","The Independence Inn","dialogue"
165,"SOOKIE: I know, I'm sorry. Hey, I fixed the peach sauce.",1,"SOOKIE","The Independence Inn","dialogue"
166,"LORELAI: That's blood, you're bleeding. Why are you bleeding?",1,"LORELAI","The Independence Inn","dialogue"
167,"SOOKIE: Oh, my stitches opened. I was using too much maple syrup. It strangled the fruit.",1,"SOOKIE","The Independence Inn","dialogue"
168,"LORELAI: When did you get stitches?",1,"LORELAI","The Independence Inn","dialogue"
169,"SOOKIE: Friday night. Radish roses.",1,"SOOKIE","The Independence Inn","dialogue"
170,"LORELAI: Okay, stop moving.",1,"LORELAI","The Independence Inn","dialogue"
171,"SOOKIE: You gotta taste the sauce. You have to try it while it's still warm.",1,"SOOKIE","The Independence Inn","dialogue"
172,"LORELAI: Okay. Oh, Sookie, I need you to be more careful. I need there to be fewer accidents.",1,"LORELAI","The Independence Inn","dialogue"
173,"SOOKIE: Yeah, yeah, yeah.",1,"SOOKIE","The Independence Inn","dialogue"
174,"[Sookie feeds Lorelai a spoonful of the sauce.]",1,NA,"The Independence Inn","stage direction"
175,"LORELAI: Oh, dear God Almighty. That's incredible!",1,"LORELAI","The Independence Inn","dialogue"
176,"SOOKIE: I want to put it on the waffles tomorrow morning for breakfast.",1,"SOOKIE","The Independence Inn","dialogue"
177,"LORELAI: I want to take a bath in that sauce!",1,"LORELAI","The Independence Inn","dialogue"
178,"SOOKIE: I will make more!",1,"SOOKIE","The Independence Inn","dialogue"
179,"LORELAI: Someday when we open our own inn, diabetics will line up to eat this sauce.",1,"LORELAI","The Independence Inn","dialogue"
180,"SOOKIE: Won't that be great?",1,"SOOKIE","The Independence Inn","dialogue"
181,"LORELAI: Yeah. But the key to someday achieving that dream is for you to stay alive long enough so we can actually open an inn, you understand?",1,"LORELAI","The Independence Inn","dialogue"
182,"SOOKIE: Yes, I understand.",1,"SOOKIE","The Independence Inn","dialogue"
183,"LORELAI: All right. So, now, let's get you up and to the doctor, on three. One-two-three.",1,"LORELAI","The Independence Inn","dialogue"
184,"SOOKIE: Ow!",1,"SOOKIE","The Independence Inn","dialogue"
185,"LORELAI: What?",1,"LORELAI","The Independence Inn","dialogue"
186,"SOOKIE: Stepped on my thumb. I'm fine. On three. Okay.",1,"SOOKIE","The Independence Inn","dialogue"
187,"[Lorelai and Salvador help Sookie up.]",1,NA,"The Independence Inn","stage direction"
188,"CUT TO OUTSIDE",1,NA,"Stars Hollow - Exterior","location"
189,"[Lane and Rory are walking home from school.]",1,NA,"Stars Hollow - Exterior","stage direction"
190,"LANE: Well, was it a good color at least?",1,"LANE","Stars Hollow - Exterior","dialogue"
191,"RORY: It had sparkles in it.",1,"RORY","Stars Hollow - Exterior","dialogue"
192,"LANE: Wow.",1,"LANE","Stars Hollow - Exterior","dialogue"
193,"RORY: And it smelled like bubble gum when it dried.",1,"RORY","Stars Hollow - Exterior","dialogue"
194,"LANE: Oh, well, there's no way Mark Twain can compete with that.",1,"LANE","Stars Hollow - Exterior","dialogue"
195,"[Lane and Rory walk into Kim's Antiques.]",1,NA,"Stars Hollow - Exterior","stage direction"
196,"LANE: [calls] Mom, we're home. [to Rory] Did you hear something?",1,"LANE","Stars Hollow - Exterior","dialogue"
197,"RORY: I'm not sure.",1,"RORY","Stars Hollow - Exterior","dialogue"
198,"LANE: [calls] Mom? Are you here?",1,"LANE","Stars Hollow - Exterior","dialogue"
199,"MRS. KIM: [from another room] We're open! Everything's half off!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
200,"RORY: We have contact.",1,"RORY","Stars Hollow - Exterior","dialogue"
201,"LANE: [calls] Mom?",1,"LANE","Stars Hollow - Exterior","dialogue"
202,"MRS. KIM: [calls] Lane?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
203,"LANE: Mom?",1,"LANE","Stars Hollow - Exterior","dialogue"
204,"MRS. KIM: Lane?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
205,"[Lane and Mrs. Kim call to each other as Lane and Rory walk around the cluttered store trying to follow the sound of Mrs. Kim's voice.]",1,NA,"Stars Hollow - Exterior","stage direction"
206,"LANE: Mom, where are you?",1,"LANE","Stars Hollow - Exterior","dialogue"
207,"MRS. KIM: Lane, where are you?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
208,"LANE: Back here!",1,"LANE","Stars Hollow - Exterior","dialogue"
209,"MRS. KIM: Over here!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
210,"RORY: I think she's that way.",1,"RORY","Stars Hollow - Exterior","dialogue"
211,"LANE: Are we closer?",1,"LANE","Stars Hollow - Exterior","dialogue"
212,"MRS. KIM: I'm by the table!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
213,"RORY: She's kidding, right?",1,"RORY","Stars Hollow - Exterior","dialogue"
214,"LANE: Look, we'll meet you in the kitchen!",1,"LANE","Stars Hollow - Exterior","dialogue"
215,"MRS. KIM: What?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
216,"RORY: The kitchen!",1,"RORY","Stars Hollow - Exterior","dialogue"
217,"MRS. KIM: Who's that?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
218,"LANE: It's Rory, Mom.",1,"LANE","Stars Hollow - Exterior","dialogue"
219,"MRS. KIM: Oh.",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
220,"RORY: Wow, I can hear the disappointment from here.",1,"RORY","Stars Hollow - Exterior","dialogue"
221,"LANE: Oh, come on. Stop it.",1,"LANE","Stars Hollow - Exterior","dialogue"
222,"RORY: You know, it sucks that after all these years your mom still hates me.",1,"RORY","Stars Hollow - Exterior","dialogue"
223,"LANE: She doesn't hate you.",1,"LANE","Stars Hollow - Exterior","dialogue"
224,"RORY: She hates my mother.",1,"RORY","Stars Hollow - Exterior","dialogue"
225,"LANE: She doesn't trust unmarried women.",1,"LANE","Stars Hollow - Exterior","dialogue"
226,"RORY: You're unmarried.",1,"RORY","Stars Hollow - Exterior","dialogue"
227,"LANE: I'm hayriding with a future proctologist. I have potential.",1,"LANE","Stars Hollow - Exterior","dialogue"
228,"[Lane and Rory wind their way through the antique furniture and come out in the kitchen where Mrs. Kim is waiting.]",1,NA,"Stars Hollow - Exterior","stage direction"
229,"MRS. KIM: Go upstairs. Tea is ready. I have muffins - no dairy, no sugar, no wheat. You have to soak them in tea to make them soft enough to bite but they're very healthy. So, how was school? None of the girls get pregnant, drop out?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
230,"LANE: Not that we know of.",1,"LANE","Stars Hollow - Exterior","dialogue"
231,"RORY: Though come to think of it, Joanna Posner was glowing a little.",1,"RORY","Stars Hollow - Exterior","dialogue"
232,"MRS. KIM: What?",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
233,"LANE: Nothing, Mama. She's just kidding.",1,"LANE","Stars Hollow - Exterior","dialogue"
234,"MRS. KIM: [very seriously] Boys don't like funny girls.",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
235,"RORY: Noted.",1,"RORY","Stars Hollow - Exterior","dialogue"
236,"[A bell rings, signaling that someone has just opened the shop door.]",1,NA,"Stars Hollow - Exterior","stage direction"
237,"MAN: [calls] Hello? Anybody here?",1,"MAN","Stars Hollow - Exterior","dialogue"
238,"MRS. KIM: [calls] We're here! We're coming! [to the girls] Have the muffins. Made from sprouted wheat. Only good 24 hours. [calls] Everything's half off!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
239,"MAN: [calls] Where are you?",1,"MAN","Stars Hollow - Exterior","dialogue"
240,"MRS. KIM: [calls] Over here!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
241,"MAN: [calls] Where?",1,"MAN","Stars Hollow - Exterior","dialogue"
242,"MRS. KIM: [calls] By the chair!",1,"MRS. KIM","Stars Hollow - Exterior","dialogue"
243,"MAN: [calls] What chair?",1,"MAN","Stars Hollow - Exterior","dialogue"
244,"CUT TO INDEPENDENCE INN KITCHEN",1,NA,"Lorelai's House","location"
245,"[Sookie is chopping vegetables. Salvador pulls Sookie's hand away from the cutting board]",1,NA,"Lorelai's House","stage direction"
246,"SALVADOR: Careful!",1,"SALVADOR","Lorelai's House","dialogue"
247,"SOOKIE: I'm okay. Peppers, peppers, peppers.",1,"SOOKIE","Lorelai's House","dialogue"
248,"SALVADOR: Mike!",1,"SALVADOR","Lorelai's House","dialogue"
249,"[As Sookie moves around the kitchen the other cooks move things out of her way and prevent disasters.]",1,NA,"Lorelai's House","stage direction"
250,"SOOKIE: Okay, hello little vegetables, come with me. I got it. Okay, where's my glaze.",1,"SOOKIE","Lorelai's House","dialogue"
251,"SALVADOR: In the counter.",1,"SALVADOR","Lorelai's House","dialogue"
252,"SOOKIE: On the counter. On, not in, not in the counter. Okay, good, all right. My sauce. Whoo, that's pretty good. Hello, a little bit of greens. Okay, okay. Hello, my little babies. You like that? A little bit of juice. Okay. You're very pretty. Okay.",1,"SOOKIE","Lorelai's House","dialogue"
253,"SALVADOR: Mike, Mike!",1,"SALVADOR","Lorelai's House","dialogue"
254,"[Mike helps Sookie reach an iron k*ll; Lorelai rushes into the kitchen]",1,NA,"Lorelai's House","stage direction"
255,"LORELAI: Sookie!",1,"LORELAI","Lorelai's House","dialogue"
256,"[Sookie turns around and lifts the hand with the k*ll. She hits Salvador in the face with it and knocks him over. ]",1,NA,"Lorelai's House","stage direction"
257,"LORELAI: Ooh. It's here! It happened! She did it!",1,"LORELAI","Lorelai's House","dialogue"
258,"SOOKIE: Okay, I'm gonna need a little bit longer sentence.",1,"SOOKIE","Lorelai's House","dialogue"
259,"LORELAI: The Chilton school. Rory got in.",1,"LORELAI","Lorelai's House","dialogue"
260,"SOOKIE: Oh my God! Oh my God! Oh my God!",1,"SOOKIE","Lorelai's House","dialogue"
261,"LORELAI: I know. Look. [reads from a letter] ""Dear Ms. Gilmore, We are happy to inform you that we have a vacancy at Chilton Preparatory starting immediately. Due to your daughter's excellent credentials and your enthusiastic pursuit of her enrollment"" - I offered to do the principal to get her in - ""we would be happy to accept her as soon as the first semester's tuition has been received.""",1,"LORELAI","Lorelai's House","dialogue"
262,"SOOKIE: This is very exciting!",1,"SOOKIE","Lorelai's House","dialogue"
263,"[They both giggle and hug]",1,NA,"Lorelai's House","stage direction"
264,"LORELAI: Is something burning?",1,"LORELAI","Lorelai's House","dialogue"
265,"SOOKIE: My bangs, earlier. Go on, go on, go on.",1,"SOOKIE","Lorelai's House","dialogue"
